Player,Season,Age,Nation,Club,Matchs_played,Minutes_played,Titular_played,Goals,Assists,Position
Facundo Pellistri,2022-2023,20,Uruguay,Manchester Utd,4,64,0,0,0,FW
Facundo Pellistri,2023-2024,21,Uruguay,Manchester Utd,9,172,1,0,1,FW
Felipe Anderson,2018-2019,25,Brazil,West Ham,36,3043,36,9,4,MF
Felipe Anderson,2019-2020,26,Brazil,West Ham,25,1497,20,1,4,MF
Fernandinho,2018-2019,33,Brazil,Manchester City,29,2377,27,1,3,MF
Fernandinho,2020-2021,35,Brazil,Manchester City,21,1188,12,0,2,MF
Fernandinho,2021-2022,36,Brazil,Manchester City,19,964,10,2,1,MF
Fernando Marçal,2020-2021,31,Brazil,Wolves,13,623,7,0,0,DF
Fernando Marçal,2021-2022,32,Brazil,Wolves,18,1449,17,0,0,MF
Ferrán Torres,2020-2021,20,Spain,Manchester City,24,1306,15,7,2,FW
Filip Krovinović,2020-2021,24,Croatia,West Brom,11,546,5,0,0,MF
Florent Hadergjonaj,2018-2019,24,Kosovo,Huddersfield,24,1842,19,0,0,DF
Floyd Ayité,2018-2019,29,Togo,Fulham,16,476,3,1,0,FW
Flynn Downes,2022-2023,23,England,West Ham,21,762,7,0,0,MF
Fodé Ballo-Touré,2023-2024,26,Senegal,Fulham,6,71,0,0,0,DF
Francisco Trincão,2021-2022,21,Portugal,Wolves,28,1336,16,2,1,FW
Frank Onyeka,2021-2022,23,Nigeria,Brentford,20,1045,12,0,0,MF
Frank Onyeka,2022-2023,24,Nigeria,Brentford,21,848,8,0,2,MF
Frank Onyeka,2023-2024,25,Nigeria,Brentford,26,1161,11,1,2,MF
Fred,2018-2019,25,Brazil,Manchester Utd,17,1041,13,1,1,MF
Fred,2019-2020,26,Brazil,Manchester Utd,29,2163,23,0,0,MF
Fred,2020-2021,27,Brazil,Manchester Utd,30,2390,27,1,0,MF
Fred,2021-2022,28,Brazil,Manchester Utd,28,2028,24,4,4,MF
Fred,2022-2023,29,Brazil,Manchester Utd,35,1249,12,2,2,MF
Fred Onyedinma,2023-2024,26,England,Luton Town,8,407,4,0,0,DF
Frederic Guilbert,2019-2020,24,France,Aston Villa,25,2041,22,0,2,DF
Gabriel Martinelli,2021-2022,20,Brazil,Arsenal,29,1860,21,6,6,FW
Gary Madine,2018-2019,27,England,Cardiff City,5,37,0,0,0,FW
Gaëtan Bong,2019-2020,31,Cameroon,Brighton,4,59,0,0,0,DF
Gedson Fernandes,2019-2020,20,Portugal,Tottenham,7,68,0,0,0,MF
George Hirst,2019-2020,20,Scotland,Leicester City,2,11,0,0,0,MF
Georginio Rutter,2022-2023,20,France,Leeds United,11,273,1,0,1,FW
Georginio Wijnaldum,2018-2019,27,Netherlands,Liverpool,35,2725,32,3,0,MF
Georginio Wijnaldum,2019-2020,28,Netherlands,Liverpool,37,2935,35,4,0,MF
Georginio Wijnaldum,2020-2021,29,Netherlands,Liverpool,38,2941,34,2,0,MF
Gerard Deulofeu,2018-2019,24,Spain,Watford,30,2066,26,10,5,FW
Gio Reyna,2023-2024,20,United States,Nott'ham Forest,9,235,2,0,1,FW
Giovani Lo Celso,2019-2020,23,Argentina,Tottenham,28,1492,15,0,2,MF
Giovani Lo Celso,2020-2021,24,Argentina,Tottenham,18,945,11,1,1,MF
Giovani Lo Celso,2021-2022,25,Argentina,Tottenham,9,238,2,0,0,MF
Giovani Lo Celso,2023-2024,27,Argentina,Tottenham,22,506,4,2,2,MF
Gonçalo Guedes,2022-2023,25,Portugal,Wolves,13,707,8,1,1,FW
Grady Diangana,2018-2019,20,DR Congo,West Ham,17,609,6,0,1,MF
Grady Diangana,2020-2021,22,DR Congo,West Brom,20,1235,15,1,0,MF
Granit Xhaka,2018-2019,25,Switzerland,Arsenal,29,2498,29,4,2,MF
Granit Xhaka,2019-2020,26,Switzerland,Arsenal,31,2586,30,1,2,MF
Granit Xhaka,2020-2021,27,Switzerland,Arsenal,31,2522,29,1,2,MF
Granit Xhaka,2021-2022,28,Switzerland,Arsenal,27,2327,27,1,2,MF
Granit Xhaka,2022-2023,29,Switzerland,Arsenal,37,2993,36,7,7,MF
Gustavo Hamer,2023-2024,26,Netherlands,Sheffield Utd,36,2910,34,4,6,MF
Gustavo Scarpa,2022-2023,28,Brazil,Nott'ham Forest,6,181,2,0,0,MF
Gylfi Sigurðsson,2018-2019,28,Iceland,Everton,38,3117,36,13,6,MF
Gylfi Sigurðsson,2019-2020,29,Iceland,Everton,35,2560,28,2,3,MF
Gylfi Sigurðsson,2020-2021,30,Iceland,Everton,36,2253,24,6,5,MF
Hakim Ziyech,2020-2021,27,Morocco,Chelsea,23,1172,15,2,3,MF
Hakim Ziyech,2021-2022,28,Morocco,Chelsea,23,1319,14,4,3,MF
Hakim Ziyech,2022-2023,29,Morocco,Chelsea,18,661,6,0,3,FW
Hamed Junior Traorè,2022-2023,22,Ivory Coast,Bournemouth,7,427,5,0,0,FW
Hamed Junior Traorè,2023-2024,23,Ivory Coast,Bournemouth,3,47,0,0,0,MF
Hamza Choudhury,2018-2019,20,Bangladesh,Leicester City,9,595,7,0,0,MF
Hamza Choudhury,2019-2020,21,Bangladesh,Leicester City,20,893,10,1,1,MF
Hamza Choudhury,2020-2021,22,Bangladesh,Leicester City,10,316,4,0,0,MF
Hamza Choudhury,2021-2022,23,Bangladesh,Leicester City,6,285,4,0,0,DF
Han-Noah Massengo,2023-2024,22,France,Burnley,3,16,0,0,0,MF
Hannibal Mejbri,2023-2024,20,Tunisia,Manchester Utd,5,133,1,1,0,MF
Harrison Reed,2020-2021,25,England,Fulham,31,2247,26,0,2,MF
Harrison Reed,2022-2023,27,England,Fulham,37,2866,35,3,4,MF
Harrison Reed,2023-2024,28,England,Fulham,27,1325,15,0,2,MF
Harry Arter,2018-2019,28,Ireland,Cardiff City,25,1997,24,0,1,MF
Harry Wilson,2019-2020,22,Wales,Bournemouth,31,1646,20,7,0,MF
Harry Winks,2018-2019,22,England,Tottenham,26,1597,17,1,0,MF
Harry Winks,2019-2020,23,England,Tottenham,31,2221,26,0,0,MF
Harry Winks,2020-2021,24,England,Tottenham,15,861,9,0,0,MF
Harry Winks,2021-2022,25,England,Tottenham,19,912,9,0,1,MF
Harvey Barnes,2018-2019,20,England,Leicester City,16,1004,11,1,2,MF
Harvey Barnes,2019-2020,21,England,Leicester City,36,2083,24,6,8,MF
Harvey Barnes,2020-2021,22,England,Leicester City,25,1945,22,9,4,FW
Harvey Barnes,2021-2022,23,England,Leicester City,32,2101,24,6,10,FW
Harvey Barnes,2022-2023,24,England,Leicester City,34,2711,32,13,1,FW
Harvey Barnes,2023-2024,25,England,Newcastle Utd,21,802,7,5,3,FW
Harvey Elliott,2018-2019,15,England,Fulham,2,20,0,0,0,MF
Harvey Elliott,2021-2022,18,England,Liverpool,6,346,4,0,0,MF
Harvey Elliott,2022-2023,19,England,Liverpool,32,1613,18,1,2,MF
Harvey Elliott,2023-2024,20,England,Liverpool,34,1352,11,3,6,MF
Henri Lansbury,2019-2020,28,England,Aston Villa,10,195,2,0,0,MF
Henrikh Mkhitaryan,2018-2019,29,Armenia,Arsenal,25,1641,19,6,4,FW
Hugo Bueno,2023-2024,20,Spain,Wolves,22,741,7,0,0,DF
Hwang Hee-chan,2021-2022,25,South Korea,Wolves,30,1816,20,5,1,FW
Hwang Hee-chan,2022-2023,26,South Korea,Wolves,27,1130,12,3,1,FW
Hwang Hee-chan,2023-2024,27,South Korea,Wolves,29,2119,25,12,3,FW
Héctor Bellerín,2019-2020,24,Spain,Arsenal,15,1158,13,1,0,DF
Héctor Bellerín,2020-2021,25,Spain,Arsenal,25,2089,24,1,2,DF
Hélder Costa,2018-2019,24,Angola,Wolves,25,1341,16,1,2,FW
Hélder Costa,2020-2021,26,Angola,Leeds United,22,1156,13,3,3,MF
Hélder Costa,2021-2022,27,Angola,Leeds United,1,22,0,0,0,MF
Ian Maatsen,2023-2024,21,Netherlands,Chelsea,12,209,1,0,0,FW
Ian Poveda,2020-2021,20,England,Leeds United,14,355,0,0,0,MF
Ibrahim Amadou,2019-2020,26,France,Norwich City,11,759,8,0,0,DF
Ibrahim Sangaré,2023-2024,25,Ivory Coast,Nott'ham Forest,17,1035,13,0,0,MF
Ibrahima Cissé,2018-2019,24,Guinea,Fulham,3,88,1,0,0,MF
Ibrahima Diallo,2020-2021,21,France,Southampton,22,1020,10,0,0,MF
Ibrahima Diallo,2021-2022,22,France,Southampton,23,1023,10,0,2,MF
Ibrahima Diallo,2022-2023,23,France,Southampton,18,819,11,0,0,MF
Idrissa Gana Gueye,2018-2019,28,Senegal,Everton,33,2822,32,0,2,MF
Idrissa Gana Gueye,2022-2023,32,Senegal,Everton,33,2577,32,0,1,MF
Idrissa Gana Gueye,2023-2024,33,Senegal,Everton,25,1884,24,4,0,MF
Ignacio Pussetto,2019-2020,23,Argentina,Watford,7,74,0,0,0,FW
Imran Louza,2021-2022,22,Morocco,Watford,20,1416,17,0,0,MF
Indiana Vassilev,2019-2020,18,United States,Aston Villa,4,51,0,0,0,FW
Isaac Hayden,2018-2019,23,Jamaica,Newcastle Utd,25,1859,21,1,4,MF
Isaac Hayden,2019-2020,24,Jamaica,Newcastle Utd,29,2223,26,1,2,MF
Isaac Hayden,2020-2021,25,Jamaica,Newcastle Utd,24,1942,22,0,0,MF
Isaac Hayden,2021-2022,26,Jamaica,Newcastle Utd,14,1002,12,1,0,MF
Isaac Mbenza,2018-2019,22,Belgium,Huddersfield,22,986,10,1,1,FW
Isaac Price,2022-2023,18,Northern Ireland,Everton,1,33,0,0,0,MF
Isaac Success,2018-2019,22,Nigeria,Watford,30,1052,9,1,1,FW
Isaac Success,2019-2020,23,Nigeria,Watford,5,70,0,0,0,FW
Ismaila Sarr,2019-2020,21,Senegal,Watford,28,2028,22,5,4,FW
Ismaila Sarr,2021-2022,23,Senegal,Watford,22,1861,21,5,2,FW
Ivan Cavaleiro,2018-2019,24,Portugal,Wolves,23,693,6,3,1,FW
Ivan Perišić,2022-2023,33,Croatia,Tottenham,34,2108,23,1,8,DF
Jack Colback,2022-2023,32,England,Nott'ham Forest,11,497,4,0,0,MF
Jack Cork,2018-2019,29,England,Burnley,37,3312,37,1,2,MF
Jack Cork,2019-2020,30,England,Burnley,30,2613,30,0,0,MF
Jack Cork,2020-2021,31,England,Burnley,16,1350,15,0,0,MF
Jack Cork,2021-2022,32,England,Burnley,20,1670,20,1,0,MF
Jack Cork,2023-2024,34,England,Burnley,4,27,0,0,0,MF
Jack Grealish,2019-2020,23,England,Aston Villa,36,3233,36,8,6,FW
Jack Grealish,2020-2021,24,England,Aston Villa,26,2185,24,6,10,FW
Jack Grealish,2023-2024,27,England,Manchester City,20,1009,10,3,1,FW
Jack Harrison,2020-2021,23,England,Leeds United,36,2847,34,8,8,MF
Jack Harrison,2021-2022,24,England,Leeds United,35,2639,32,8,1,FW
Jack Harrison,2022-2023,25,England,Leeds United,36,2708,34,5,7,FW
Jack Harrison,2023-2024,26,England,Everton,29,2214,25,3,3,MF
Jack Wilshere,2018-2019,26,England,West Ham,8,392,4,0,1,MF
Jack Wilshere,2019-2020,27,England,West Ham,8,215,2,0,0,MF
Jacob Brown,2023-2024,25,Scotland,Luton Town,19,1019,12,2,0,MF
Jacob Bruun Larsen,2023-2024,24,Denmark,Burnley,32,1249,16,6,0,MF
Jacob Murphy,2018-2019,23,England,Newcastle Utd,9,302,3,0,1,MF
Jacob Murphy,2020-2021,25,England,Newcastle Utd,26,1626,17,2,3,DF
Jacob Ramsey,2020-2021,19,England,Aston Villa,22,626,6,0,0,MF
Jacob Ramsey,2021-2022,20,England,Aston Villa,34,2467,29,6,1,MF
Jacob Ramsey,2022-2023,21,England,Aston Villa,35,2636,31,6,7,MF
Jacob Ramsey,2023-2024,22,England,Aston Villa,16,853,8,1,1,FW
Jadon Sancho,2021-2022,21,England,Manchester Utd,29,1900,20,3,3,FW
Jadon Sancho,2022-2023,22,England,Manchester Utd,26,1686,21,6,3,FW
Jadon Sancho,2023-2024,23,England,Manchester Utd,3,79,0,0,0,FW
Jaidon Anthony,2022-2023,22,England,Bournemouth,30,1257,11,3,1,MF
Jake Livermore,2020-2021,30,England,West Brom,18,1242,15,0,0,MF
Jakob Sørensen,2021-2022,23,Denmark,Norwich City,10,604,6,0,0,MF
Jakub Moder,2020-2021,21,Poland,Brighton,12,647,7,0,0,DF
Jakub Moder,2021-2022,22,Poland,Brighton,28,1701,19,0,3,MF
Jakub Moder,2023-2024,24,Poland,Brighton,17,618,6,0,0,MF
James Garner,2019-2020,18,England,Manchester Utd,1,9,0,0,0,MF
James Garner,2022-2023,21,England,2 Teams,16,804,7,0,1,MF
James Garner,2023-2024,22,England,Everton,37,3004,34,1,2,MF
James Justin,2019-2020,21,England,Leicester City,13,1012,11,0,1,DF
James Maddison,2018-2019,21,England,Leicester City,36,2831,35,7,7,MF
James Maddison,2019-2020,22,England,Leicester City,31,2624,29,6,3,MF
James Maddison,2020-2021,23,England,Leicester City,31,2099,24,8,5,MF
James Maddison,2021-2022,24,England,Leicester City,35,2459,28,12,8,MF
James Maddison,2022-2023,25,England,Leicester City,30,2480,28,10,9,MF
James Maddison,2023-2024,26,England,Tottenham,28,2135,26,4,9,MF
James McArthur,2018-2019,30,Scotland,Crystal Palace,38,3058,36,3,6,MF
James McArthur,2019-2020,31,Scotland,Crystal Palace,37,3090,37,0,3,MF
James McArthur,2020-2021,32,Scotland,Crystal Palace,18,1466,17,0,2,MF
James McArthur,2021-2022,33,Scotland,Crystal Palace,21,1439,15,0,3,MF
James McArthur,2022-2023,34,Scotland,Crystal Palace,4,54,0,0,0,MF
James McCarthy,2018-2019,27,Ireland,Everton,1,15,0,0,0,MF
James McCarthy,2019-2020,28,Ireland,Crystal Palace,33,1680,16,0,0,MF
James McCarthy,2020-2021,29,Ireland,Crystal Palace,16,821,10,0,0,MF
James McConnell,2023-2024,18,England,Liverpool,3,4,0,0,0,MF
James Mcatee,2021-2022,18,England,Manchester City,2,20,0,0,0,MF
James Mcatee,2023-2024,20,England,2 Teams,31,1823,20,3,3,MF
James Milner,2018-2019,32,England,Liverpool,31,1789,19,5,4,MF
James Milner,2019-2020,33,England,Liverpool,22,937,9,2,2,MF
James Milner,2020-2021,34,England,Liverpool,26,1070,11,0,1,MF
James Milner,2021-2022,35,England,Liverpool,24,853,9,0,1,MF
James Milner,2022-2023,36,England,Liverpool,31,913,7,0,1,MF
James Milner,2023-2024,37,England,Brighton,15,773,11,0,2,DF
James Rodríguez,2020-2021,29,Colombia,Everton,23,1764,21,6,4,FW
James Ward-Prowse,2018-2019,23,England,Southampton,26,1945,21,7,0,MF
James Ward-Prowse,2019-2020,24,England,Southampton,38,3420,38,5,3,MF
James Ward-Prowse,2020-2021,25,England,Southampton,38,3420,38,8,7,MF
James Ward-Prowse,2021-2022,26,England,Southampton,36,3215,36,10,5,MF
James Ward-Prowse,2022-2023,27,England,Southampton,38,3371,38,9,4,MF
James Ward-Prowse,2023-2024,28,England,West Ham,37,3001,34,7,7,MF
Jamie Shackleton,2020-2021,20,England,Leeds United,13,461,3,0,0,MF
Jamie Shackleton,2021-2022,21,England,Leeds United,14,709,7,0,0,DF
Jarrod Bowen,2019-2020,22,England,West Ham,13,917,11,1,4,FW
Jarrod Bowen,2020-2021,23,England,West Ham,38,2562,30,8,5,FW
Jarrod Bowen,2022-2023,25,England,West Ham,38,3233,36,6,5,FW
Jason Puncheon,2018-2019,32,England,2 Teams,11,395,5,0,0,MF
Jayden Bogle,2020-2021,20,England,Sheffield Utd,16,1110,12,2,0,DF
Jazz Richards,2018-2019,27,Wales,Cardiff City,4,132,0,0,0,DF
Jaïro Riedewald,2019-2020,22,Netherlands,Crystal Palace,17,769,7,0,0,DF
Jaïro Riedewald,2020-2021,23,Netherlands,Crystal Palace,33,1820,19,2,0,MF
Jaïro Riedewald,2021-2022,24,Netherlands,Crystal Palace,3,118,1,0,0,MF
Jaïro Riedewald,2022-2023,25,Netherlands,Crystal Palace,6,64,0,0,0,DF
Jaïro Riedewald,2023-2024,26,Netherlands,Crystal Palace,9,235,2,0,0,MF
Jean Seri,2018-2019,27,Ivory Coast,Fulham,32,2244,27,1,2,MF
Jean-Philippe Gbamin,2019-2020,23,Ivory Coast,Everton,2,136,1,0,0,MF
Jean-Philippe Gbamin,2020-2021,24,Ivory Coast,Everton,1,12,0,0,0,MF
Jean-Philippe Gbamin,2021-2022,25,Ivory Coast,Everton,3,67,1,0,0,MF
Jean-Ricner Bellegarde,2023-2024,25,Haiti,Wolves,22,958,10,2,1,MF
Jeff Hendrick,2018-2019,26,Ireland,Burnley,32,2063,25,3,0,MF
Jeff Hendrick,2019-2020,27,Ireland,Burnley,24,1931,22,2,2,MF
Jeff Hendrick,2020-2021,28,Ireland,Newcastle Utd,22,1422,17,2,1,MF
Jeff Hendrick,2021-2022,29,Ireland,Newcastle Utd,3,72,0,1,0,MF
Jefferson Lerma,2018-2019,23,Colombia,Bournemouth,30,2506,29,2,0,MF
Jefferson Lerma,2019-2020,24,Colombia,Bournemouth,33,2703,31,1,2,MF
Jefferson Lerma,2022-2023,27,Colombia,Bournemouth,37,3252,37,5,0,MF
Jefferson Lerma,2023-2024,28,Colombia,Crystal Palace,28,2400,27,1,1,MF
Jeffrey Schlupp,2018-2019,25,Ghana,Crystal Palace,30,1670,18,4,1,MF
Jeffrey Schlupp,2019-2020,26,Ghana,Crystal Palace,17,1036,11,3,1,FW
Jeffrey Schlupp,2020-2021,27,Ghana,Crystal Palace,27,1428,15,2,3,MF
Jeffrey Schlupp,2021-2022,28,Ghana,Crystal Palace,32,1851,20,4,1,MF
Jeffrey Schlupp,2022-2023,29,Ghana,Crystal Palace,34,2531,30,3,1,MF
Jeffrey Schlupp,2023-2024,30,Ghana,Crystal Palace,29,1352,17,2,2,FW
Jeremy Doku,2023-2024,21,Belgium,Manchester City,29,1595,18,3,8,FW
Jeremy Sarmiento,2021-2022,19,Ecuador,Brighton,5,48,1,0,0,FW
Jeremy Sarmiento,2022-2023,20,Ecuador,Brighton,9,176,1,0,1,MF
Jesse Lingard,2018-2019,25,England,Manchester Utd,27,1663,19,4,2,FW
Jesse Lingard,2019-2020,26,England,Manchester Utd,22,935,9,1,0,MF
Jesse Lingard,2020-2021,27,England,2 Teams,16,1421,16,9,4,FW
Jesse Lingard,2021-2022,28,England,Manchester Utd,16,367,2,2,0,FW
Jesse Lingard,2022-2023,29,England,Nott'ham Forest,17,923,12,0,0,FW
Jesurun Rak Sakyi,2021-2022,18,England,Crystal Palace,2,80,1,0,0,FW
Jesurun Rak Sakyi,2023-2024,20,England,Crystal Palace,6,136,0,0,0,MF
Joe Aribo,2022-2023,26,Nigeria,Southampton,21,1224,13,2,0,MF
Joe Bryan,2018-2019,24,England,Fulham,28,2345,27,0,1,DF
Joe Bryan,2020-2021,26,England,Fulham,16,669,7,1,0,DF
Joe Gelhardt,2021-2022,19,England,Leeds United,20,746,5,2,2,FW
Joe Ralls,2018-2019,24,England,Cardiff City,28,1959,22,0,0,MF
Joe Rothwell,2022-2023,27,England,Bournemouth,20,1016,12,0,1,MF
Joe Rothwell,2023-2024,28,England,Bournemouth,11,386,3,0,0,MF
Joe White,2023-2024,20,England,Newcastle Utd,4,13,0,0,0,MF
Joe Willock,2018-2019,18,England,Arsenal,2,64,1,0,0,MF
Joe Willock,2019-2020,19,England,Arsenal,29,857,8,1,1,MF
Joe Willock,2020-2021,20,England,2 Teams,21,1216,13,8,0,MF
Joe Willock,2021-2022,21,England,Newcastle Utd,29,2038,24,2,0,MF
Joe Willock,2022-2023,22,England,Newcastle Utd,35,2558,31,3,6,MF
Joe Willock,2023-2024,23,England,Newcastle Utd,9,419,5,1,0,MF
Joelinton,2020-2021,23,Brazil,Newcastle Utd,31,1983,23,4,2,FW
Joelinton,2021-2022,24,Brazil,Newcastle Utd,35,2558,30,4,1,MF
Joelinton,2022-2023,25,Brazil,Newcastle Utd,32,2661,30,6,1,MF
Joelinton,2023-2024,26,Brazil,Newcastle Utd,20,1279,15,2,1,MF
John Fleck,2019-2020,27,Scotland,Sheffield Utd,30,2516,28,5,2,MF
John Fleck,2020-2021,28,Scotland,Sheffield Utd,31,2575,29,0,2,MF
John Fleck,2023-2024,31,Scotland,Sheffield Utd,4,92,1,0,0,MF
John Lundstram,2019-2020,25,England,Sheffield Utd,34,2458,26,5,3,MF
John Lundstram,2020-2021,26,England,Sheffield Utd,28,2032,23,0,2,MF
John McGinn,2019-2020,24,Scotland,Aston Villa,28,2312,27,3,3,MF
John McGinn,2020-2021,25,Scotland,Aston Villa,37,3330,37,3,5,MF
John McGinn,2021-2022,26,Scotland,Aston Villa,35,3090,35,3,4,MF
John McGinn,2022-2023,27,Scotland,Aston Villa,34,2693,30,1,3,MF
John McGinn,2023-2024,28,Scotland,Aston Villa,35,2999,35,6,4,MF
John Stones,2022-2023,28,England,Manchester City,23,1846,21,2,2,DF
John Stones,2023-2024,29,England,Manchester City,16,1064,12,1,0,DF
Jon Gorenc Stanković,2018-2019,22,Slovenia,Huddersfield,11,715,9,1,0,MF
Jonathan Hogg,2018-2019,29,England,Huddersfield,29,2367,29,0,1,MF
Jonathan Rowe,2021-2022,18,England,Norwich City,13,223,0,0,1,FW
Jonjo Shelvey,2018-2019,26,England,Newcastle Utd,16,948,10,1,1,MF
Jonjo Shelvey,2019-2020,27,England,Newcastle Utd,26,2119,25,6,2,MF
Jonjo Shelvey,2020-2021,28,England,Newcastle Utd,30,2617,29,1,3,MF
Jonjo Shelvey,2021-2022,29,England,Newcastle Utd,24,1983,22,2,1,MF
Jonjo Shelvey,2022-2023,30,England,2 Teams,11,577,6,0,0,MF
Jonny Castro,2018-2019,24,Spain,Wolves,33,2771,32,1,1,DF
Jonny Castro,2019-2020,25,Spain,Wolves,35,2887,33,2,2,MF
Jonny Castro,2020-2021,26,Spain,Wolves,7,495,7,0,0,MF
Jordan Ayew,2020-2021,28,Ghana,Crystal Palace,33,2096,23,1,3,FW
Jordan Ayew,2022-2023,30,Ghana,Crystal Palace,38,2714,31,4,3,FW
Jordan Ayew,2023-2024,31,Ghana,Crystal Palace,35,2543,30,4,7,FW
Jordan Clark,2023-2024,29,England,Luton Town,23,1304,14,1,1,MF
Jordan Henderson,2018-2019,28,England,Liverpool,32,1987,21,1,3,MF
Jordan Henderson,2019-2020,29,England,Liverpool,30,2238,26,4,5,MF
Jordan Henderson,2020-2021,30,England,Liverpool,21,1704,20,1,1,MF
Jordan Henderson,2021-2022,31,England,Liverpool,35,2597,29,2,5,MF
Jordan Henderson,2022-2023,32,England,Liverpool,35,2074,23,0,2,MF
Jordon Ibe,2018-2019,22,England,Bournemouth,19,797,9,1,1,MF
Jorginho,2018-2019,26,Italy,Chelsea,37,3156,37,2,0,MF
Jorginho,2019-2020,27,Italy,Chelsea,31,2379,27,4,2,MF
Jorginho,2020-2021,28,Italy,Chelsea,28,2010,23,7,1,MF
Jorginho,2021-2022,29,Italy,Chelsea,29,2273,26,6,2,MF
Jorginho,2022-2023,30,Italy,2 Teams,32,2134,24,2,1,MF
Jorginho,2023-2024,31,Italy,Arsenal,24,921,10,0,2,MF
Joseph Hodge,2022-2023,19,Ireland,Wolves,6,175,1,0,0,MF
Josh Benson,2020-2021,20,England,Burnley,6,264,2,0,0,MF
Josh Brownhill,2019-2020,23,England,Burnley,10,805,9,0,0,MF
Josh Brownhill,2020-2021,24,England,Burnley,33,2813,32,0,1,MF
Josh Brownhill,2021-2022,25,England,Burnley,35,2955,32,2,3,MF
Josh Brownhill,2023-2024,27,England,Burnley,33,2252,23,4,2,MF
Josh Cullen,2023-2024,27,Ireland,Burnley,25,2057,23,2,3,MF
Josh Dasilva,2021-2022,22,England,Brentford,9,257,2,0,0,MF
Josh Dasilva,2022-2023,23,England,Brentford,36,1389,14,4,2,MF
Josh Martin,2019-2020,17,England,Norwich City,5,37,0,0,0,FW
Josh Murphy,2018-2019,23,England,Cardiff City,29,1817,22,3,2,MF
Josh Onomah,2020-2021,23,England,Fulham,11,374,4,0,0,MF
Josh Onomah,2022-2023,25,England,Fulham,2,15,0,0,0,MF
Josh Sargent,2021-2022,21,United States,Norwich City,26,1572,18,2,1,FW
Josh Sims,2018-2019,21,England,Southampton,7,212,2,0,1,MF
Joshua King,2018-2019,26,Norway,Bournemouth,35,2961,34,12,3,FW
Joshua King,2019-2020,27,Norway,Bournemouth,26,2011,24,6,4,FW
Joshua King,2020-2021,28,Norway,Everton,11,148,0,0,0,MF
José Izquierdo,2018-2019,26,Colombia,Brighton,15,795,9,0,1,MF
Jota,2019-2020,28,Spain,Aston Villa,10,335,4,0,1,FW
João Cancelo,2020-2021,26,Portugal,Manchester City,28,2299,27,2,3,DF
João Félix,2022-2023,22,Portugal,Chelsea,16,941,11,4,0,FW
João Gomes,2022-2023,21,Brazil,Wolves,11,653,7,1,0,MF
João Gomes,2023-2024,22,Brazil,Wolves,34,2649,32,2,1,MF
João Moutinho,2018-2019,31,Portugal,Wolves,38,3032,35,1,8,MF
João Moutinho,2019-2020,32,Portugal,Wolves,38,3108,34,1,6,MF
João Moutinho,2020-2021,33,Portugal,Wolves,33,2528,28,1,1,MF
João Moutinho,2021-2022,34,Portugal,Wolves,35,2970,34,2,1,MF
João Moutinho,2022-2023,35,Portugal,Wolves,31,1780,20,0,2,MF
João Palhinha,2022-2023,27,Portugal,Fulham,35,3108,35,3,0,MF
João Palhinha,2023-2024,28,Portugal,Fulham,33,2699,31,4,1,MF
João Pedro,2019-2020,17,Brazil,Watford,3,25,0,0,0,FW
João Pedro,2021-2022,19,Brazil,Watford,28,1644,15,3,1,FW
João Pedro,2023-2024,21,Brazil,Brighton,31,2045,19,9,3,FW
Juan Mata,2018-2019,30,Spain,Manchester Utd,22,1289,16,3,2,FW
Juan Mata,2019-2020,31,Spain,Manchester Utd,19,758,8,0,2,MF
Juan Mata,2020-2021,32,Spain,Manchester Utd,9,509,6,1,2,FW
Juan Mata,2021-2022,33,Spain,Manchester Utd,7,235,2,0,0,MF
Julio Enciso,2022-2023,18,Paraguay,Brighton,20,806,7,4,2,FW
Julio Enciso,2023-2024,19,Paraguay,Brighton,12,475,5,0,2,MF
Julián Álvarez,2022-2023,22,Argentina,Manchester City,31,1465,13,9,0,FW
Julián Álvarez,2023-2024,23,Argentina,Manchester City,36,2647,31,11,8,MF
Juninho Bacuna,2018-2019,20,CUW,Huddersfield,21,1412,16,1,0,MF
Junior Firpo,2021-2022,24,Dominican Republic,Leeds United,24,1711,19,0,2,DF
Junior Hoilett,2018-2019,28,Canada,Cardiff City,32,2141,23,3,1,MF
Junior Stanislas,2018-2019,28,England,Bournemouth,23,1031,11,2,3,MF
Junior Stanislas,2019-2020,29,England,Bournemouth,15,712,7,3,0,MF
Junior Stanislas,2022-2023,32,England,Bournemouth,4,61,0,0,0,MF
Juraj Kucka,2021-2022,34,Slovakia,Watford,26,1920,22,1,1,MF
Justin Kluivert,2023-2024,24,Netherlands,Bournemouth,32,1916,26,7,1,MF
Jáder Durán,2022-2023,18,Colombia,Aston Villa,12,136,0,0,0,FW
Jáder Durán,2023-2024,19,Colombia,Aston Villa,23,475,3,5,0,FW
Jóhann Berg Guðmundsson,2018-2019,27,Iceland,Burnley,29,1752,19,3,6,MF
Jóhann Berg Guðmundsson,2019-2020,28,Iceland,Burnley,12,621,6,1,1,MF
Jóhann Berg Guðmundsson,2020-2021,29,Iceland,Burnley,22,1363,16,2,0,MF
Jóhann Berg Guðmundsson,2021-2022,30,Iceland,Burnley,18,1102,13,0,1,MF
Jóhann Berg Guðmundsson,2023-2024,32,Iceland,Burnley,26,1192,12,1,3,MF
Jürgen Locadia,2018-2019,24,CUW,Brighton,26,1236,12,2,0,FW
